questid,dialognum,str,state
90,3,"They have clairvoyance which allows them to find out where the treasures are. Well, this is just my guess..",0
90,4,Why did you not meet them?,0
90,5,"Yes. You know where they live, right? They live in the middle of Leren Mountains in Flaris. Please go there and meet them.",0
90,6,You do not need to do it if you do not want. But it is great pity that I cannot see the angry face of Rudvihil. Phew~,0
90,7,Hmm.. Really? Okay. I will do my best if it is related with the potrait of Radion. Wait a moment. (Closing eyes and chanting a spell) Hmm.. Hmm..,0
90,8,(Opening the eyes) I found it! Moment.. (Writing something on the paper) Here you are. This is everything I can do for you.,0
90,9,I drew the face of the thieves who stole the potrait. This is the best I can do.,0
90,10,Now go away. I do not like human beings. Go! Never come back!,0
91,0,Hmm.. Still we need more data in order to find out the portrait. Phew.. (Thinking for a while) Yes! Maybe he knows!,0
91,1,Black magicians used to exist in Madrigal. They used black magic differently from the magicians now a days.,0
91,2,And one of them made a box which has great magic power. His name was Ancimys.,0
91,3,Maybe he can use the black magic <Psychmetria>. Huh? Are you asking me what Psychmetria is? Let me explain.,0
91,4,It is very great magic which can form the place where something is. Now go and find him.,0
91,5,"Oh, I almost forgot to tell you. The one who has the ability will usually explain it differently to others.",0
91,6,"Well, it is none of my business whether you do it or not. It is all up to you.",0
91,7,"What? Is that true? Wow, it sounds really funny! Hehe~ Wait a moment. How exciting it is!",0
91,8,"(Blah blah.. Chanting a spell) He he he~ I got it! Okay, write down what I say.",0
91,9,(Blah blah blah blah..) Did you finish writing down what I said? You can find out the portrait over there. It was very funny. Thank you. Bye!,0
91,10,"Are you going to play with me? Really? Good, good! What will we do? Hide and Seek? He he he~",0
92,0,"What? You do not understand? Hmm..(Nodding) Okay. Now you have 2 evidences, right? Let me tell you exactly.",0
92,1,"I do not like this.. Phew.. So the 2 evidences are related to each other. Simply, both can be found in that place. Understand?",0
92,5,Yes. Find it and do what ever you want. And never visit me again to ask this unhumorous thing. Never!,0
92,6,You do not understand yet? Are you stupid? Find it out by yourself!,0
92,7,"(Starting to cry as soon as see the potrait) Oh! Thanks, God! Thank you.. Thank you very much.. Now I am relieved..",0
92,8,"(With dissatisfied look) What? Reward? Have I ever told you about a reward? You helped me because you wanted, right?",0
92,9,You are very impolite! Now get away!! I do not need you anymore!!,0
92,10,Have you found it? Please find and bring it to me. Please. Please.,0
93,0,"(Whispering secretly) Hey.. Moment.. (Looking around) Sorry for my whispering, but this is secret.. Actually a Lab of Madrigal..",0
93,1,"..In Lab of Madrigal, a secret project is going on. It is why I am disquised now. He he he~ The secret project is cloning the monster Masquerpet.",0
93,2,"Are you asking why we are cloning it? Of course it is secret. Ha ha ha~ By the way, I need something which is very hard to get for our cloning study.",0
93,3,"Would you please bring it to me, maybe?",0
93,5,"Fine. In order to finishing the study of cloning Wagsaac, I need their bone. Please bring me 10 bone pieces of Wagsaac.",0
93,6,(With a grimace) Hmm.. It seems like you are doubting me. You do not need to do that if you do not want. I can ask someone else.,0
93,7,"Oh, these are definitely their bones. Good job. Maybe I will ask you for help again. See you then.",0
93,10,You do not need to hurry because we have enough time. Just make sure you bring me 10 pieces.,0
94,0,"Well, well~ Now we meet again! Long time no see! Hi hi hi~ Thank you very much for bringing me the bone pieces the other day. They were really helpful!",0
94,1,"By the way, we need something more in order to finish the study of cloning. So.. Would you please help me once again?",0
94,5,I knew you would! I need 10 gene pieces of Wagsaac this time. Please. Hi hi hi~,0
94,6,"Hmm.. I do not like your attitude. Do not be too ethical, okay? You already helped me, remember?",0
94,7,Hi hi hi~ Thank you very much! I hope I can see you again!!,0
94,10,"As I told you before, you do not need to hurry. Just make sure to bring me 10 pieces.",0
95,0,"Hey! Hey! He he he~ You do not know me, right? But I am sure you heard about me at Request Center. I am the Queer Collector, you know?",0
95,1,"Yes, I am the Queer Collector. He he he~ Actually I would like to ask you something. Have you ever heard of Bonebowl? I know you have.",0
95,2,Huh? Are you asking why I am looking for something so common? I am really looking for a very special one. The real Bonebowl of curse.. He he he..,0
95,3,So? Do you want to help me?,0
95,5,Yes. That is what I am saying. He he he~ You can find Bowler who is the bowl merchant in Rhsis garden. Please go and ask him. He he he~,0
95,6,"I can pay you as much as you want, because I am rich! But I do not have anyone to ask. So please help me. Huh?",0
95,7,Hmm.. Finally the Queer Collector appeared.. He really wanted to have the Bonebowl.. (Thinking for a while),0
95,8,(Suddenly) Ha ha ha ha!! There is no one who would ask this kind of thing except for him!! What a funny man!! Ha ha ha ha!!!,0
95,10,Hello~ Are you looking for something special?,0
96,0,"Bonebowl was created by a black magician long long time ago. In a town, Masquerpet and human beings were living together before Hero War. But,",0
96,1,"A woman fell in love with a Masquerpet and became pregnant. In result, both of them were kicked out of the town. Then, Masquerpet died..",0
96,2,"..And the woman came back to the town. But the people in town killed the woman and her baby, and the black magician made a bowl with the head bone of her baby. And he cursed it.",0
96,3,"The town disappeared because of the curse afterwards. And anyone who has the bowl cannot arrive. These are the facts about the bowl. (After a minute) Well, I am talking to much.",0
96,4,"So you told me you want the real Bonebowl, right? Then would you please bring me the things I ask you?",0
96,5,"Fine. Bring me 10 Black Tombmarbles from Tombstonebearers, 5 Black Spell Books and 5 Black Heroka Grass in somewhere of Rhsis Garden.",0
96,6,Well.. The Queer Collector is not lucky. But he can find out someone else who likes money. Ha ha ha ha~,0
96,7,You did great job. Thanks. Now let me make it with these~,0
96,10,You did not bring me everything I asked. Please make it sure you have to bring me as much as I asked. Okay?,0
97,0,"To be honest, it disappeared long time ago. It corroded because it was bone regardless of being cursed.",0
97,1,That is why I asked you to bring me these meterials. These are the meterials that the black magician uses in order to curse Bonebowl.,0
97,2,"I do not have the power to curse it as strongly as the black magician did, but I can curse it anyway as much as the collector could.",0
97,3,"Now, please bring this Bonebowl to the Queer Collector.",0
97,5,Fine. The Queer Collector will be very happy. Ha ha ha~,0
97,6,"Oh, do not be too afraid because I packed it with cloth in order to keep you away from the curse. Ha ha ha~",0
97,7,"Oh.. (Crying) You finally found it out. Oh, oh.. I cannot express enough how beautiful it is.. Oh.. Beautiful..",0
97,8,Good job. Now you can go.,0
97,10,"Not yet? Hey, I have been waiting so long! Please go and bring it to me. Quickly!!",0
98,0,Hmm.. We are in big trouble now. Do you know what happened? (Looking at me for a while) The socks are gone. The socks..,0
98,1,"Are you asking why I am making a big deal with socks? Are you serious? These are not the normal socks, these are the Christmas socks which have the wishes of children!",0
98,2,"A few days ago, every sock was stolen in Madrigal. I figured out that Masquerpet(Monster) did it. Now we are in big trouble.",0
98,3,Would you please help me make a wishful Christmas in Madrigal?,0
98,5,Thank you. Please hunt every Masquerpet in Madrigal and bring me 500 socks. I will definitely reward you.,0
98,6,"No, no.. This Christmas will be tragic without the socks.. Oh..",0
98,7,Ha ha ha~ I knew you would! Thank you so much! (Making a long face) But.. We still lack enough socks.. Hmm..,0
98,10,"Hey.. I told you I need 500 socks. I know 500 socks are a lot, but it is not that difficult to get.",0
99,0,"Hey, you! (Pointing at me) Yes, you! Come here. Come! Coooome!!!",0
99,1,"You know Christmas socks, right? Now it disappeared. Maybe you do not know well, but this is very big accident. Are you listening?!!",0
99,2,"A few days ago, every sock was stolen in Madrigal. I figured out that damn Masquerpet(Monster) did it. Now we are in big trouble. God damn it!!",0
99,3,"You can help me create a wishful Christmas in Madrigal, right?",0
99,5,"Good. Go and hunt Masquerpet, and bring me 300 socks. Yes, I will reward you. Go!!",0
99,6,Hey! Are you going to make this Christmas into a nightmare? Are you crazy?,0
99,7,Ha ha ha~ Good job! Thank you! (Becoming the long face) But.. We still lack of socks.. Hmm..,0
99,10,Hey.. Are you stupid? Or you cannot count? I told you 300 socks!! 300!!,0
100,0,Hey.. We are in big trouble now. The socks.. The socks.. (Crying for a while) Now what should I do? I have to get the socks back!,0
100,1,The socks have the wishes and dreams of cute children. But.. But.. (Start to cry again),0
100,2,(Stop crying) Every sock was stolen a few days ago in Madrigal. I figured out that Masquerpet(Monster) did it. Now we are in big trouble.,0
100,3,Would you please help me create a wishful Christmas in Madrigal? (Tearing),0
100,5,Thank you. Please hunt every Masquerpet in Madrigal and bring me 100 socks. I will definitely reward you.,0
100,6,But.. (Crying) This Christmas will be sorrowful without the socks..,0
100,7,Ho ho ho~ I knew you would! Thank you so much! (Becoming the long face) But.. We still lack enough socks..,0
100,10,I told you we need 100 socks..,0
101,0,Hey! Please help me! (Crying) Please find my daughter. Please.. (Crying),0
101,1,"My daughter disappeared a few years ago. I have reported her missing to the office and tried to find her myself, but..",0
101,2,"I have done eveything I can do so far, but.. But I could not find her.. (Crying).. So the last thing I can do now is to ask Vagrants to help me..",0
101,3,Please.. Please find my daughter.. Please.. (Crying),0
101,5,"Thank you, thank you. I think you can obtain some information from Porgo, who lives in nearby Saint Hall. He will definitely know something.",0
101,6,(Falls in a faint) Bang!,0
101,7,"Hmm.. JeongHwa has not given up on finding her daughter yet. What a pity, but her daughter is not the only child who disappeared at the time.",0
101,8,"Most of the girls in SainCity disappeared. After that, I formed a citizen investigation team, but we failed to discover any clues.",0
101,9,"Now I am the only one left from the team, but I am still investigating the case because it is still very suspecious.",0
101,10,"I am the leader of the investigation team responsible for finding the kidnapped children of SainCity, but now I am the only one who left.. Phew..",0
102,0,"The case of disappeared kids? Hmm.. A few years ago, a lot of girls under 6 years old have suddenly disappeared in SainCity.",0
102,1,"Everyone was trying to find the kids, but they failed.",0
102,2,"But I never gave up and keep trying to solve the case. Finally I found out many things, and reported them to the office.",0
102,3,"However I was rejected due to the lack of evidence. So as I gathered the evidence, I suddenly came up with an idea when I saw the strange Musquerpet, Mia.",0
102,4,So.. Would you please help me?,0
102,5,Fine. Then please combat with 20 Small Mias and tell me about their character.,0
102,6,I am asking you to do instead of me because it is hard for me to do it by myself. But I cannot force you.. Phew..,0
102,7,"Yes.. Yes.. Okay.. Ha ha ha~ Now I got it. This will be enough. Thank you, my friend.",0
102,10,"I need the exact information. In order to figure out their character, you have to combat with 20 of them at least.",0
103,0,"Damn! (Being angry) Damn mayor! I did my best to get the information, but..!! Damn!!!",0
103,1,"Well, I told him I brought the evidence. Then he told me it was too long ago and nobody cares about the case anymore.",0
103,2,That was everything he told me.. Damn.. How can I show him my data.. Hmm.. (Thinking for a while) Yes! There is a way!,0
103,3,"Hey, would you help me once more?",0
103,5,"Fine, please bring this data to the mayor instead of me. Maybe you should wait until he comes back from the tour of city.",0
103,6,.....(Staring me angrily),0
103,7,"Hmm.. Porgo never gave up.. Well, then please bring this to him, and tell him to never come to me for this case again. Never.",0
103,10,Ha ha ha~ I tour the city everyday in order to listen the opinions of citizen. Have a wonderful adventure!,0
104,0,"Hmm.. Is this it? (Checks it for a while) Yes, this is it! This is what I thought! The identity of Mia was the disappeared girls!!",0
104,1,"How can they keep this secret.. (Checking it more carefully) Oh, I almost forgot to let JeongHwa know about this.",0
104,2,But she would not believe me with this data only.. (Thinking) Hmm.. Hmm.. Aha! If her daughter was among Mias.,0
104,3,"If there is her daughter among Mias, she would still keep the thing which she liked very much. Hey, I need it in order to persuad JeongHwa. Would you bring it to me, please?",0
104,5,"JeongHwa had a daughter whose name was Jinyoung. She liked her doll very much as I heard. I can persuade JeongHwan with the doll, maybe.",0
104,6,"Hey, if you do not help me, JeongHwa will be dead soon because her daughter disappeared. What a pity! You have to think about this carefully.",0
104,7,"(Start to cry as soon as she sees the doll) This is.. This is definitely the doll of my daughter.. Oh, my poor Jinyoung.. (Crying)",0
104,10,Have you found my daughter yet? She is so cute and lovely that you can recognize her right away.,0
105,0,"Yes! This is it! This report was definitely written with all the facts, but not all the facts were completely proven.",0
105,1,And the color of some papers in the report is a little bit different. It seems like they were added later.,0
105,2,It is because they are keeping something secret. But I got the exact evidence. It seems like they did not find the memo. Please take a look.,0
105,3,"<..Change the pages, and bury the original one nearby of Saint Hall.> They are stupid! Ha ha ha! You can never keep the truth secret.",0
105,4,"Hey, would you help me? This case is really important.",0
105,5,"Fine. If this is true, the original report was buried somewhere nearby of Saint Hall. Please bring it to me.",0
105,6,"I know you are not pleased to do something. But I am too old to do this, and.. Blah blah blah..",0
105,7,"Oh, yes, yes. You finally found it out. Thank you very much. I will do my best to uncover the truth. Good job.",0
105,10,Hmm. Maybe it is not that easy to find it out. Please check the places again. There would be some kind of mark which you can figure out.,0
106,0,"Oh my God, I am in big trouble.. (Calling me) Hey, wait! Please listen to me. The biggest holiday in Madrigal, Lunar New Year, is coming soon.",0
106,1,"So Losha made special Ddukguk for the holiday and asked me to keep it. But the Masquerpet(Monster) heard of it, and..",0
106,2,..and they took every Ddukguks away. I could not do anything because I was really terrified.. Now what should I do? Losha will kick me out if she knows this.,0
106,3,Would you..please help me for happy Lunar New Year of Madrigal? Please..?,0
106,5,Thank you! Please hunt every Masquerpet in Madrigal and bring me 100 Ddukguks. I will definitely reward you!,0
106,6,Are you really going to kick me out? Becoming a cook is my dream. Please help me. I cannot give up now.,0
106,7,"Thank you, thank you so much! Here you are. It is my little present.",0
106,10,Well.. I told you I need 100 Ddukguk..,0
107,0,(Calling me) Listen to me carefully. Actually I am writing a book now because there is very good story. But I cannot finish it by myself.,0
107,1,"Hey, have you ever heard about the legend of Dradpet? It seems like you have not. Long long time ago, there was very famous adventurer. His name was <Big Syred>. One day, he found out a interesting place to adventure.",0
107,2,"It was a big cave in the deep underground which was surrounded with bloody fog. There was it, Big Muscle, which was also called Horrible Fear.",0
107,3,"Big Syred disappeared after meeting this Horrible Fear, as I know.. It is great story, huh? Dredpet, the fear. Cooool!!",0
107,4,So I want to ask you to become Big Syred and adventure the cave just like he did. Then tell me your story. Would you?,0
107,5,Fine. Please go and hunt Organigor which lives in the Field of Bubble. Then you can get Book of Fear1. Also please find their fortress in the field.,0
107,6,It will be great adventure. I will give you half of the sales from my book. Do you still want to do it?,0
107,7,"Oh, you are really great!! Here you are. This is the heart of Syred. How odious it is!",0
107,8,"But you need this in order to meet Dradpet, so be careful not to lose it. Once you lose it, you will never get it back, okay?",0
107,9,"Now please go and meet Dradpet Manager in the south of Leren Mountains, then he will show you the way. Oh, and you have to join a troupe before you go, because it is hard to do it by yourself. Okay?",0
107,10,I know it is hard to combat with Organigor because it was infected by the Horrible Fear. But I believe you can do it. Good luck!,0
108,0,(Calling me) Listen to me carefully. Actually I am writing a book now because there is very good story. But I cannot finish it by myself.,0
108,1,"Hey, have you ever heard about the legend of Dradpet? It seems like you have not. Long long time ago, there was very famous adventurer. His name was <Krren Dacid>. One day, he found out a interesting place to adventure.",0
108,2,"It was a huge temple in the sky. There was it, Krrr, which was also cold Cold Fear.",0
108,3,"Krren disappeared after meeting this Cold Fear, as I know.. It is great story, huh? Dredpet, the fear. Cooool!!",0
108,4,So I want to ask you to become Krren Dacid and adventure the temple just like he did. Then tell me your story. Would you?,0
108,5,Fine. Please go and hunt Gangard which lives in the Field of Bubble. Then you can get Book of Fear2. Also please find their holy land in the field.,0
108,6,It will be great adventure. I will give you half the money when I sell my book. Do you still want to do it?,0
108,7,"Oh, you are really great!! Here you are. This is the heart of Krren. How odious it is!",0
108,8,"But you need this in order to meet Dradpet, so be careful not to lose it. Once you lose it, you will never get it back, okay?",0
108,9,"Now please go and meet Dradpet Manager in Madren, then he will show you the way. Oh, and you have to join a troupe before you go, because it is hard to do it by yourself. Okay?",0
108,10,I know it is hard to combat with Gangard because it was infected by the Cold Fear. But I believe you can do it. Good luck!,0
109,0,(Calling me) Listen to me carefully. Actually I am writing a book now because there is very good story. But I cannot finish it by myself.,0
109,1,"Hey, have you ever heard about the legend of Dradpet? It seems like you have not. Long long time ago, there was very famous adventurer. His name was <Moot Arvan>. One day, he found out a interesting place to adventure.",0
109,2,"It was wet marsh. There was it, Mushmoot, which was also cold Unpleasant Fear.",0
109,3,"Moot disappeared after meeting this Cold Fear, as I know.. It is great story, huh? Dredpet, the fear. Cooool!!",0
109,4,So I want to ask you to become Moot Arvan and adventure the marsh just like he did. Then tell me your story. Would you?,0
109,5,Fine. Please go and hunt Hadeseor which lives in Field of Bubble. Then you can get Book of Fear3. Also please find their marsh in the field.,0
109,6,It will be great adventure. I will give you half the money when I sell my book. Do you still want to do it?,0
109,7,"Oh, you are really great!! Here you are. This is the heart of Moot. How odious it is!",0
109,8,"But you need this in order to meet Dradpet, so be careful not to lose it. Once you lose it, you will never get it back, okay?",0
109,9,"Now please go and meet Dradpet Manager in the eastern RIver of Weeping, then he will show you the way. Oh, and you have to join a troupe before you go, because it is hard to do it by yourself. Okay?",0
109,10,I know it is hard to combat with Hadeseor because it was infected by the Cold Fear. But I believe you can do it. Good luck!,0
110,0,"What can I do? Oh, they make my crazy.",0
110,1,"In fact, they invaded and brought our family treasure, and left a memo yesterday. I was really terrified..",0
110,2,..so I could not do anything at all even though the family treasure is very precious.,0
110,3,"If I knew this would happen in advance, I would donate it to the office..",0
110,4,So.. What can I do now? Phew.. Could you help me perhaps? Please.. Please..,0
110,5,"Thank you, thank you. I guess the leader of thieves is keeping the treasure. Please get it back to me.",0
110,6,..Phew.. Okay.. I was depending on you too much. I am sorry.,0
110,7,"Oh, this is definitely my family treasure, Entanalle Sword. Thank you. Thank you very much!",0
110,8,This sword was made by Entanalle Boineo who is the founder of my family. It was made of the bone of an ancient animal..,0
110,9,I would like to give you this in return. It is because only you can keep this from the thieves. Please take it.,0
110,10,"The leader ot thieves is not that easy to defeat, I think.",0
111,0,(Clenching his fist) I will never forgive them! How can they insult my family..,0
111,1,"Now their leader was defeated, so this means that it is great chance to get all of them away!",0
111,2,I will do whatever it takes in order to defeat all of them. Would you help me? Of course I will reward you.,0
111,5,I knew you love justice! Please defeat all of them and bring me the evidence. That is all I want.,0
111,6,"Well, you have helped me a lot. Maybe that should be enough. Thank you. I will take care of this by myself..",0
111,7,Hmm.. Is this the symbol of them? Hmm.. Hmm.. It is more sophisticated than I thought. Here you are. This is my present.,0
111,10,Not yet? I know defeating all of them takes time. You do not need to hurry.,0
112,0,"This.. This symbol.. I remember this.. If I am right, the real leader of troupe is not the one you defeated.",0
112,1,(Shaking with fear) If it is the one I know.. If I am right.. You really have to find and defeat him!! If you do not.. Then..,0
112,2,(Shaking his head) Anyway! We have to defeat him before he finds out us! Please help me!!,0
112,3,Please.. We really have to defeat him.. This is my last wish.. Please..,0
112,5,"Thank you, thank you! His name is <Lord Bang> and lives somewhere in Darkon. Please go there and find him out.",0
112,6,......(Crying),0
112,7,Hmm.. This is definitely the one I know.. Now we can be relieved because he does not exist in this world anymore. Phew~,0
112,10,Hurry up! We lack of time! It will not take long until he finds us. We have to defeat him ASAP in order to prevent the disaster..,0
113,0,You! Long time no see! I discovered new evidence from the disappearance case.,0
113,1,"According to this report, there is one more thing in common with the kids who disappeared in SainCity. They are all girls.",0
113,2,But I cannot find out what the common thing is in this report. So I have to find it out by myself..,0
113,3,So.. Would you please help me?,0
113,5,"Ha ha ha! I really like your personality!! Please go and combat with Mia and Captain Mia, and let me know the common thing between them.",0
113,6,I would appreciate it if you can help me.. Maybe you have something else to do. I understand. Bye. See you later.,0
113,7,Fine. You are really great! Ha ha ha! Thank you!,0
113,10,"Have you found out the common thing of them? Well, I know it is not easy, but you can find it out.",0
114,0,Damn! It really annoys me! I found out the common thing between them based on the data you brought me. It was supernatural power!,0
114,1,These kids were afraid of the former mayor and their parents..,0
114,2,..They decided to kick them out of the city. So the kids were abandoned. Damn!,0
114,4,We have to uncover the truth of this case. Please help me.,0
114,5,"You are really great! Here you are. Bring it to the mayor of SainCity, and ask him to check the case again.",0
114,6,How can you deny to help those poor kids? You are really mean!,0
114,7,"Hmm.. I did not know this before. Okay, let me make a special inquiry group and check the case again. Please tell Porgo I said thanks.",0
114,10,"SainCity is being developed even today~ By the way, why did Porgo tell you to meet me?",0
115,0,We made an inquiry group and started to check the case again. I cannot believe this tragic has happened in SainCity.,0
115,1,But better late than never. Would you tell Porgo that we started to check the disappearance case again?,0
115,5,Thank you. I will do my best to make SainCity more beautiful and peaceful.,0
115,6,"I tour the city every day, so I cannot tell him by myself. Please tell him what I said instead of me.",0
115,7,Yes.. Now I have done what I have to do.. Yes.. (Looking at the sky and tearing),0
115,8,(It seems like he feels sorry for the innocent kids who were kicked out..),0
115,10,Have they started to check the case again yet? I hope they hurry up..,0
116,0,"Oh, hello? Do I know you? Hmm.. Sometimes I am not sure whether I know someone or not.. I am too old. Ha ha ha ha~",0
116,1,"(Looking around and whispering secretly) Hey, you know what? Something very very rare and expensive. Have you heard about that?",0
116,2,"How have you heard this amazing story..? Hey, listen. Let me tell you. There is something very very rare and valuable somewhere of Saint Morning.",0
116,3,"How? Great story, right? Hi hi hi~ (Imagining something)",0
116,4,"(Looking at me again) Hey, please do me a favor. It is very simple. Would you?",0
116,5,Hi hi hi~ Actually I would really like to get the rare and valuable thing. But there is nothing I know about it. So please go <Helgar> who is connoisseur in SainCity.,0
116,6,What? You do not want to do that? You are really impolite! Damn!,0
116,7,Hmm? What brings you here? (Tell him about Rudvihil) Ha ha ha~ That story is really something which Rudvihil would be interested in.,0
116,8,Rudvihil always wants to have something which is rare and valuable. It is very important to him.,0
116,10,Have you found out something rare and valuable? Let me judge it.,0
117,0,Actually I have no idea about the rare and valuable thing. The only thing I know is that it is the egg of Redmantis..,0
117,1,So.. Maybel.. (Hesitating) I am sorry.. But would you please help me?,0
117,5,"RedmantisC is female Redmantis, and it bears the special egg which is called Redyspawn. Please bring me the egg.",0
117,6,This is because of not only Rudvihil but also me. I also want to see it. It will be a great experience for you. So please bring it to me.,0
117,7,"Oh, this is it! Hmm.. Let me check it whether it is really useful or not. Please wait a moment.",0
117,10,"It is not that difficult for you to defeat RedmantisC, I think. Am I wrong?",0
118,0,"Now I got it! This Redyspawn is rare but not that worthful. Meanwhile, I have found out something in the old judgment book.",0
118,1,"It is <Emeraldispawn>. You can only get it once a year. Since it is so difficult to get, it has become very valuable.",0
118,2,The reason of its rareness is because its mother. I think this is the rare and valuable one which Rudvihil is looking for.,0
118,3,Would you please bring this to me?,0
118,5,"The mother lives somewhere in the middle of Hillid Mountains. It is breeding time now, so maybe you can get the egg.",0
118,6,As I told you.. Hmm.. Rudvihil will reward you enough. He is not that stingy.,0
118,7,Oh! (Admiring) This.. This is it.. It is beautiful.. So beautiful..,0
118,8,"(Looking at me) Oh, Thank you. This is my present for you. It is not useful to me, but it will be very useful for you. Ha ha ha~",0
118,10,"",0
119,0,"Hello~ I am <Nina> who is the wife of Poul standing over there. Our family wants to move to here because my husband loves this place very much, but..",0
119,1,..but we do not have money to buy a house. So we decided to build a house by ourselves. However.. (Start crying),0
119,2,"(Crying) However, people said that we have to hunt Masquerpet(Monster) if we want to build a house. How can we do that? (Crying)",0
119,3,Could you please help our family?,0
119,5,Thank you!! Then please bring me drying Rootioe. You can get it from any Masquerpet as far as I know.,0
119,6,You are so cruel.. (Crying),0
119,7,"Thank you, thank you.. Thank you very much!!",0
119,10,We still are missing some... Please bring me more. Please.,0
120,0,"Hello~ I am <ChiChi> who is the daughter of Poul standing over there. Our family wants to move to here because my daddy loves this place very much, but..",0
120,1,..but we do not have money to buy a house. So we decided to build a house by ourselves. However.. (Start crying),0
120,2,"(Crying) However, people said that we have to hunt Masquerpet(Monster) if we want to build a house. How can we do that? (Crying)",0
120,3,Could you please help our family?,0
120,5,Thank you!! Then please bring me drying Rootioe. You can get it from any Masquerpet as far as I know.,0
120,6,You are so cruel.. (Crying),0
120,7,"Thank you, thank you.. Thank you very much!!",0
120,10,We still are missing some... Please bring me more. Please.,0
121,0,"Hello~ I am <PiPi> who is the son of Poul standing over there. Our family wants to move to here because my daddy loves this place very much, but..",0
121,1,..but we do not have money to buy a house. So we decided to build a house by ourselves. However.. (Start crying),0
121,2,"(Crying) However, people said that we have to hunt Masquerpet(Monster) if we want to build a house. How can we do that? (Crying)",0
121,3,Could you please help our family?,0
121,5,Thank you!! Then please bring me drying Rootioe. You can get it from any Masquerpet as far as I know.,0
121,6,You are so cruel.. (Crying),0
121,7,"Thank you, thank you.. Thank you very much!!",0
121,10,We still are missing some... Please bring me more. Please.,0
122,0,Hey! It is you! I was looking for you. It seems like you are connected to each other..,0
122,1,"After Lord Bang died, I have heard some rumors about the Red Bang Troupe which I thought disappeared a while ago. There are various rumors.",0
122,2,I cannot just ignore the rumors because I am really afraid of them..,0
122,3,So please help me. Would you?,0
122,5,Fine. There is a actually a doubtful place. The place is nearby Erons Factorys2 in Darkon1. Please check the place.,0
122,6,"We cannot just ignore the rumors. If they still exist, we are in great danger!",0
122,7,Really? Then I was right.. They really still exist.. Hmm..,0
122,10,Did you find out anything? It makes no sense.. Please check there again carefully. Please.,0
123,0,They still exist.. This means that they have new leader now.,0
123,1,"I though getting rid of their leader will solve the problem, but.. Now what should we do? If the new Lord Bang.. Then..",0
123,2,"Then now we are in a really big trouble, because it is becoming more dangerous than anything else. Anyway..",0
123,3,"If there is a new group, we can find some signs of them in Flaris. Woud you please help..?",0
123,5,I am sure that the group of them live in the north Leren Mountains. It is a different place. So please check there.,0
123,6,(Being angry all of a sudden) If we! If we let him live.. Ahh!!(Screaming),0
123,7,Hmm.. Now everything is clear. There is new Lord Bang now. It is clear.,0
123,10,Obviously! Obviously there is! Please find out it. You have to!!!,0
124,0,(Calling me urgently) Hey! Wait! Please help me! Please!,0
124,1,"I had a dream last night. A place which is full of machines that were burning, so everything was red. People was screaming and panic.",0
124,2,"It was really horrible. After I woke up, I realized that it was Erons Factorys in Darkon1. Erons Factorys!",0
124,3,Please help me. A lot of people are in danger.,0
124,5,"Fine. Now please go and visit Amatolka who is a guard leader in Erons Factorys, and tell him about my dream. Hurry up!",0
124,6,You are very selfish! A lot of people are in danger! Do you understand??,0
124,7,What? Really? Hmm.. Maybe the dream will come true seeing these days.,0
124,8,"Well, well.. I am not sure..",0
124,10,I am in charge of security in Erons Factorys. Do you know Luda? How is he doing?,0
125,0,"(Pointing at the entrance of Erons Factorys) They occupied almost half of Erons Factorys. Damn, nobody knew that they are that strong!",0
125,1,"We are hardly depending this narrow entrance, but it will take no time until they get through here.",0
125,2,We can have some time to be prepared if someone takes their attention away..,0
125,3,Perhaps.. Do you want to help the people of Erons Factorys for me?,0
125,5,Fine! I am sure their base is somewhere in the deep of Darkon2. Please find it out and let me know.,0
125,6,Oh.. I is okay. Thank you anyway for letting me know what Luda told you.,0
125,7,"Are you sure? Yes, it is there! Ha ha ha ha! I got it!! Thank you, thank you. I will reward you, I promise!",0
125,10,Have you found it out yet? We do not have enough time. Please hurry up!,0
151,0,"Hmm.. I cannot turn you down if you want to be trained by me, Mustang. Listen carefully! First, you have to pass the test.",0
151,1,"Now, here is the test. I will test you how quick and precise you can perform it with your experience as a Vagrant.",0
151,2,"To pass this test, you must hunt down 10 Small Aibatts along with 10 Small Mushpangs, and return to me within 7 minutes.",0
151,3,Understand? You have to do it in 7 minutes! Now go!,0
151,5,Good luck. You will need it! Ha ha ha!,0
151,6,"Yes, I knew that it would be too hard for you. You are nothing!",0
151,7,"Well... Compared to me, you are still too slow. It would only take me 2 minutes to complete the test. But, anyway, you passed.",0
151,8,"Still, you are nothing comparing me, Mustang! Ha ha ha!",0
151,10,"I knew this! It was not easy at all, right? Ha ha ha~",0
151,11,Listen carefully okay? You have to hunt 20 Small Aibatts and 20 Small Mushpangs. You do not have much time! Go!,0
151,12,You are such an idiot..,0
151,15,You already choose another way. I have nothing to do with you.,0
152,0,Congratulations for passing the 1st test! But everything has just stared.,0
152,1,The 2nd test is to get all of the assist materials for making the arm of Mercenary.,0
152,2,"There are 3 kind of assist meterials! 10 Twinkle Stones from Aibatts, 5 Chupims from Pukepukes, and 1 Poporam from Dorydomas. Bring those to Mercenary Master.",0
152,3,Assist Master is in the Madrigal Job Masters in North-Fl. Go!,0
152,5,Good luck! Flyff!,0
152,6,"Yes, I knew you would give up. You are too foolish and lazy to pass this test, right? Ha ha ha!!",0
